id,coordinates
15955,"33.658934,-118.000642"
14856,"33.730292258599,-117.99335252537"
16574,"34.12775,-118.091018"
16034,"33.715643,-118.038672"
15559,"37.470099,-122.434954"
15433,"37.594651,-122.503325"
14701,"36.620895500823,-121.84403"
12152,"37.778599,-122.396409"
18478,"33.925495,-116.811362"
8621,"38.783566,-123.01116"
1005932,"36.5145568847656,-121.43684387207"
16369,"34.439597,-119.747708"
9293,"36.791869,-121.665339"
16509,"33.788013,-116.480868"
14452,"32.680703,-115.499509"
11028,"33.707294,-116.272172"
16539,"33.714701,-116.234141"
8817,"38.562589,-121.768813"
12546,"33.748136,-117.869857"
8228,"34.282084,-118.778554"
14944,"38.458813,-122.67497"
7956,"38.19177,-120.824835"
7468,"37.798862,-120.997555"
13866,"37.057322,-120.833404"
11023,"37.056736,-120.871433"
14317,"37.061299,-122.007623"
68574,"34.524037,-117.216738"
6827,"36.326689552894,-119.3314247029"
6328,"39.141995,-121.644571"
16803,"32.649543227382,-117.08356078427"
15569,"37.755927,-121.466275"
10310,"38.320686,-122.310654"
15562,"37.889624,-121.621816"
6825,"38.002439,-121.731814"
16704,"38.082264,-120.559843"
6746,"35.987932,-119.959093"
10030,"39.042558,-121.094202"
64267,"39.208905,-121.067272"
15711,"38.592876,-121.285365"
10611,"38.686092,-121.1938"
13347,"37.785858,-122.405765"
7183,"36.201922678067,-119.10304122984"
19381,"39.144658,-121.591277"
16484,"33.14926,-117.198201"
17704,"33.48238,-117.092924"
9500,"33.475386,-117.127664"
1005717,"32.9848518371582,-115.518745422363"
7992,"32.567287,-116.965429"
1005764,"38.1015777587891,-121.261779785156"
17901,"39.3654,-121.68808"
11621,"37.987547,-121.244982"
